Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_list,Hire_binary,gender,ethnicity
483,Jodi Franklin,"React, C++, Java",10,MBA,Deep Learning Specialization,Software Engineer,Hire,76012,1,100,"['react', 'c++', 'java']",1,female,unknown
484,Ann Morgan,"Networking, Cybersecurity, Linux",5,M.Tech,Google ML,Cybersecurity Analyst,Hire,113331,8,100,"['networking', 'cybersecurity', 'linux']",1,female,unknown
485,Laurie Wilson,"C++, Java, React, SQL",10,MBA,Deep Learning Specialization,Software Engineer,Hire,103925,9,100,"['c++', 'java', 'react', 'sql']",1,female,unknown
486,Matthew Gregory,"Ethical Hacking, Networking",8,B.Sc,None,Cybersecurity Analyst,Hire,69766,1,95,"['ethical hacking', 'networking']",1,male,unknown
487,Eric Hill,"Ethical Hacking, Linux",6,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,83470,2,90,"['ethical hacking', 'linux']",1,male,unknown
488,Alyssa Thomas,"TensorFlow, Python, NLP",10,MBA,None,AI Researcher,Hire,63362,6,100,"['tensorflow', 'python', 'nlp']",1,female,unknown
489,Lindsay Christian,"C++, React, SQL, Java",1,M.Tech,Google ML,Software Engineer,Hire,49305,9,85,"['c++', 'react', 'sql', 'java']",1,female,unknown
490,Deborah Ramirez,"SQL, Machine Learning, Deep Learning, Python",3,PhD,None,Data Scientist,Hire,104405,9,95,"['sql', 'machine learning', 'deep learning', 'python']",1,female,unknown
491,Sheri Dickerson,"Python, Pytorch, NLP",0,PhD,Google ML,AI Researcher,Hire,88256,9,70,"['python', 'pytorch', 'nlp']",1,female,unknown
492,Kevin Moreno,"C++, React, Java",10,B.Sc,Google ML,Software Engineer,Hire,117566,8,100,"['c++', 'react', 'java']",1,male,unknown
493,Brian Dodson,"Deep Learning, Machine Learning, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Hire,106032,10,95,"['deep learning', 'machine learning', 'sql']",1,male,unknown
494,Paula Fletcher,"Machine Learning, Python, SQL",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116481,8,100,"['machine learning', 'python', 'sql']",1,female,unknown
495,Dawn Price,"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,119018,0,90,"['react', 'sql', 'java', 'c++']",1,female,unknown
496,Regina English,"Machine Learning, Deep Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,79930,9,100,"['machine learning', 'deep learning', 'python']",1,female,unknown
497,Darrell Morris,"Linux, Ethical Hacking, Cybersecurity, Networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,61624,1,100,"['linux', 'ethical hacking', 'cybersecurity', 'networking']",1,male,unknown
498,Matthew Reynolds,"Java, SQL",8,M.Tech,Deep Learning Specialization,Software Engineer,Hire,115051,2,100,"['java', 'sql']",1,male,unknown
499,Jill Combs,"Java, React, SQL, C++",8,M.Tech,Google ML,Software Engineer,Hire,61601,7,100,"['java', 'react', 'sql', 'c++']",1,female,unknown
500,Kyle Cole,"Java, SQL, C++, React",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,67414,0,60,"['java', 'sql', 'c++', 'react']",0,male,unknown
501,Christine Beck,"NLP, TensorFlow, Python, Pytorch",9,PhD,AWS Certified,AI Researcher,Hire,112005,10,100,"['nlp', 'tensorflow', 'python', 'pytorch']",1,female,unknown
502,Samantha Evans,"Pytorch, TensorFlow, NLP, Python",5,MBA,AWS Certified,AI Researcher,Hire,53097,0,80,"['pytorch', 'tensorflow', 'nlp', 'python']",1,female,unknown
503,Eric Pena,"SQL, Deep Learning, Python, Machine Learning",7,B.Tech,None,Data Scientist,Hire,54552,2,100,"['sql', 'deep learning', 'python', 'machine learning']",1,male,Hispanic
504,Alex Morgan,"Linux, Networking",4,M.Tech,None,Cybersecurity Analyst,Reject,116278,0,50,"['linux', 'networking']",0,female,unknown
505,Jon Moore,"SQL, C++, React",1,M.Tech,Deep Learning Specialization,Software Engineer,Reject,118312,4,55,"['sql', 'c++', 'react']",0,male,unknown
506,Robert Aguilar,"Networking, Ethical Hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,63561,5,45,"['networking', 'ethical hacking']",0,male,Hispanic
507,Danielle Rollins,"TensorFlow, Python, NLP",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,74451,9,100,"['tensorflow', 'python', 'nlp']",1,female,unknown
508,Eric Bush,"Machine Learning, Python",5,B.Tech,Google ML,Data Scientist,Hire,91581,4,90,"['machine learning', 'python']",1,male,unknown
509,Lisa Doyle,"Pytorch, TensorFlow",9,PhD,Google ML,AI Researcher,Hire,59856,2,100,"['pytorch', 'tensorflow']",1,female,unknown
510,Cody Harris,"Ethical Hacking, Linux",7,PhD,None,Cybersecurity Analyst,Hire,47840,0,80,"['ethical hacking', 'linux']",1,male,unknown
511,Roger Lewis,"Networking, Ethical Hacking, Linux, Cybersecurity",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,80779,5,100,"['networking', 'ethical hacking', 'linux', 'cybersecurity']",1,male,unknown
512,Pamela Foster,"Networking, Ethical Hacking, Cybersecurity, Linux",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73181,5,100,"['networking', 'ethical hacking', 'cybersecurity', 'linux']",1,female,unknown
513,Monica Allison,"Cybersecurity, Linux, Ethical Hacking",1,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74376,9,80,"['cybersecurity', 'linux', 'ethical hacking']",1,female,unknown
514,David Cruz,"Cybersecurity, Linux, Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,77105,4,50,"['cybersecurity', 'linux', 'networking', 'ethical hacking']",0,male,Hispanic
515,John Braun,"Java, React, SQL, C++",1,B.Sc,None,Software Engineer,Hire,107509,10,80,"['java', 'react', 'sql', 'c++']",1,male,unknown
516,Ryan Smith,"React, C++",9,B.Sc,None,Software Engineer,Hire,102113,6,100,"['react', 'c++']",1,male,unknown
517,Joseph Chapman,"SQL, React, Java, C++",9,MBA,Google ML,Software Engineer,Hire,95141,7,100,"['sql', 'react', 'java', 'c++']",1,male,unknown
518,Renee Hayes,"Ethical Hacking, Linux",4,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,56684,5,85,"['ethical hacking', 'linux']",1,female,unknown
519,Karen Weiss,"SQL, Java, C++",2,B.Sc,AWS Certified,Software Engineer,Reject,90151,1,50,"['sql', 'java', 'c++']",0,female,unknown
520,Elizabeth Mcmillan,"C++, React, SQL",9,PhD,Google ML,Software Engineer,Hire,113497,5,100,"['c++', 'react', 'sql']",1,female,unknown
521,Kimberly Carpenter,"Python, NLP, Pytorch",2,PhD,AWS Certified,AI Researcher,Reject,80377,1,50,"['python', 'nlp', 'pytorch']",0,female,unknown
522,Heather Booker,"NLP, Pytorch, TensorFlow",9,B.Sc,None,AI Researcher,Hire,108379,10,100,"['nlp', 'pytorch', 'tensorflow']",1,female,unknown
523,Ronald Griffith,"Linux, Networking, Cybersecurity, Ethical Hacking",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,40945,4,100,"['linux', 'networking', 'cybersecurity', 'ethical hacking']",1,male,unknown
524,Glenn Kelley,"Machine Learning, Deep Learning, SQL",0,B.Sc,AWS Certified,Data Scientist,Reject,63564,6,55,"['machine learning', 'deep learning', 'sql']",0,male,unknown
525,Christina Hester,"SQL, C++",7,B.Sc,AWS Certified,Software Engineer,Hire,47957,7,100,"['sql', 'c++']",1,female,unknown
526,Jenna Burnett,"Networking, Cybersecurity",7,PhD,None,Cybersecurity Analyst,Hire,50704,0,80,"['networking', 'cybersecurity']",1,female,unknown
527,Mary Abbott,"Java, React, SQL",1,PhD,None,Software Engineer,Reject,91756,1,30,"['java', 'react', 'sql']",0,female,unknown
528,Cheryl Morton,"Ethical Hacking, Networking, Linux",0,B.Tech,Google ML,Cybersecurity Analyst,Hire,99469,9,70,"['ethical hacking', 'networking', 'linux']",1,female,unknown
529,Kyle Johnson,"SQL, Machine Learning, Deep Learning, Python",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,117621,5,100,"['sql', 'machine learning', 'deep learning', 'python']",1,male,unknown
530,Denise Cruz,"TensorFlow, NLP, Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,48906,7,100,"['tensorflow', 'nlp', 'pytorch', 'python']",1,female,Hispanic
531,Crystal Parker,"Deep Learning, Machine Learning, SQL",5,M.Tech,None,Data Scientist,Hire,79635,9,100,"['deep learning', 'machine learning', 'sql']",1,female,unknown
532,Eddie Hutchinson,"Python, Machine Learning",7,B.Sc,AWS Certified,Data Scientist,Hire,55994,2,100,"['python', 'machine learning']",1,male,unknown
533,Sierra Edwards,"C++, SQL",5,M.Tech,Google ML,Software Engineer,Hire,41530,0,70,"['c++', 'sql']",1,female,unknown
534,Peter Mcmahon,"Python, Deep Learning, SQL, Machine Learning",5,MBA,Google ML,Data Scientist,Hire,69257,0,80,"['python', 'deep learning', 'sql', 'machine learning']",1,male,unknown
535,Alexandra Gilbert,"Networking, Linux",2,B.Sc,None,Cybersecurity Analyst,Reject,64118,0,30,"['networking', 'linux']",0,female,unknown
536,Heather Watson,"React, SQL",4,PhD,None,Software Engineer,Hire,108770,10,100,"['react', 'sql']",1,female,unknown
537,Carlos Ochoa,"Java, React, C++, SQL",8,B.Tech,Google ML,Software Engineer,Hire,63268,7,100,"['java', 'react', 'c++', 'sql']",1,male,Hispanic
538,Jill Williams,"Pytorch, TensorFlow, NLP",4,B.Sc,None,AI Researcher,Hire,59560,5,80,"['pytorch', 'tensorflow', 'nlp']",1,female,unknown
539,Jessica Doyle,"Java, C++, SQL",9,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82288,0,100,"['java', 'c++', 'sql']",1,female,unknown
540,Felicia Wright,"TensorFlow, Pytorch, NLP, Python",6,PhD,Google ML,AI Researcher,Hire,64338,10,100,"['tensorflow', 'pytorch', 'nlp', 'python']",1,female,unknown
541,Michael Santos,"SQL, Java, C++, React",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,111578,9,100,"['sql', 'java', 'c++', 'react']",1,male,Hispanic
542,Angie Roberts,"Deep Learning, Python, Machine Learning",6,B.Tech,Google ML,Data Scientist,Hire,89840,2,95,"['deep learning', 'python', 'machine learning']",1,female,unknown
543,Harold Acevedo,"SQL, C++, React",3,B.Tech,None,Software Engineer,Hire,112003,7,80,"['sql', 'c++', 'react']",1,male,Hispanic
544,Sarah Jones,"Ethical Hacking, Networking",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,119478,2,90,"['ethical hacking', 'networking']",1,female,unknown
545,Jeffrey Smith,"Machine Learning, Deep Learning",7,B.Tech,AWS Certified,Data Scientist,Hire,43930,8,100,"['machine learning', 'deep learning']",1,male,unknown
546,Marcus Ramirez,"SQL, Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,81778,4,100,"['sql', 'java', 'react']",1,male,Hispanic
547,Christy Ramirez,"Pytorch, NLP",1,MBA,None,AI Researcher,Reject,105641,2,30,"['pytorch', 'nlp']",0,female,Hispanic
548,Rhonda Mendoza,"Machine Learning, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,78218,10,100,"['machine learning', 'deep learning', 'sql']",1,female,Hispanic
549,Heather Lewis,"Networking, Linux, Ethical Hacking, Cybersecurity",3,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,115553,9,100,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",1,female,unknown
550,Adrian Marshall,"TensorFlow, NLP, Python",3,PhD,AWS Certified,AI Researcher,Hire,71785,7,90,"['tensorflow', 'nlp', 'python']",1,male,unknown
551,Rebecca Kirby,"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,Google ML,Data Scientist,Hire,64063,9,100,"['python', 'deep learning', 'machine learning', 'sql']",1,female,unknown
552,Kirsten Smith,"React, C++, Java, SQL",5,B.Sc,None,Software Engineer,Hire,89191,3,85,"['react', 'c++', 'java', 'sql']",1,female,unknown
553,Timothy Duncan,"Python, TensorFlow, Pytorch, NLP",5,PhD,Google ML,AI Researcher,Hire,104955,0,80,"['python', 'tensorflow', 'pytorch', 'nlp']",1,male,unknown
554,Barbara Turner,"React, C++, Java, SQL",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,58910,7,100,"['react', 'c++', 'java', 'sql']",1,female,unknown
555,Frank Hale,"Machine Learning, Python, Deep Learning, SQL",1,B.Sc,Google ML,Data Scientist,Reject,55166,4,60,"['machine learning', 'python', 'deep learning', 'sql']",0,male,unknown
556,James Brooks Jr.,"React, SQL, Java, C++",1,PhD,None,Software Engineer,Reject,50422,1,35,"['react', 'sql', 'java', 'c++']",0,male,unknown
557,Jennifer Smith,"Ethical Hacking, Networking, Cybersecurity",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,51159,8,100,"['ethical hacking', 'networking', 'cybersecurity']",1,female,unknown
558,Jessica Campbell,"Machine Learning, Deep Learning, Python",7,B.Tech,Deep Learning Specialization,Data Scientist,Hire,99741,0,95,"['machine learning', 'deep learning', 'python']",1,female,unknown
559,Zachary Parker,"Cybersecurity, Linux, Networking, Ethical Hacking",0,MBA,None,Cybersecurity Analyst,Hire,92175,10,70,"['cybersecurity', 'linux', 'networking', 'ethical hacking']",1,male,unknown
560,Thomas Hawkins,"Cybersecurity, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,Reject,65601,5,55,"['cybersecurity', 'ethical hacking']",0,male,unknown
561,William Hanson,"NLP, Python",5,B.Tech,AWS Certified,AI Researcher,Hire,105979,3,85,"['nlp', 'python']",1,male,unknown
562,Rachel Cherry,"TensorFlow, Python",10,PhD,AWS Certified,AI Researcher,Hire,98659,6,100,"['tensorflow', 'python']",1,female,unknown
563,Dr. Thomas Hernandez,"NLP, Pytorch, Python",0,MBA,None,AI Researcher,Reject,40400,0,15,"['nlp', 'pytorch', 'python']",0,male,Hispanic/Latino
564,Sue Young,"React, Java, C++",6,B.Sc,AWS Certified,Software Engineer,Hire,103874,5,100,"['react', 'java', 'c++']",1,female,unknown
565,Robyn Griffin,"Networking, Linux",10,PhD,None,Cybersecurity Analyst,Hire,82245,2,100,"['networking', 'linux']",1,female,unknown
566,Kaitlin Roman,"SQL, Deep Learning",5,B.Sc,Google ML,Data Scientist,Hire,55964,5,95,"['sql', 'deep learning']",1,female,unknown
567,Julie Thompson,"C++, Java, React, SQL",9,MBA,AWS Certified,Software Engineer,Hire,81897,4,100,"['c++', 'java', 'react', 'sql']",1,female,unknown
568,Hunter Dalton,"React, Java",3,M.Tech,AWS Certified,Software Engineer,Hire,105280,9,95,"['react', 'java']",1,male,unknown
569,Zachary Ross,"Linux, Cybersecurity, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,71624,8,100,"['linux', 'cybersecurity', 'ethical hacking']",1,male,unknown
570,Gabriel Torres,"C++, SQL",2,M.Tech,AWS Certified,Software Engineer,Reject,83223,4,60,"['c++', 'sql']",0,male,Hispanic/Latino
571,Michael Smith,"TensorFlow, Python, NLP, Pytorch",9,MBA,None,AI Researcher,Hire,87232,0,100,"['tensorflow', 'python', 'nlp', 'pytorch']",1,male,unknown
572,Steven Wagner,"Machine Learning, Python, Deep Learning",7,B.Tech,None,Data Scientist,Hire,47698,8,100,"['machine learning', 'python', 'deep learning']",1,male,unknown
573,Anna May,"C++, React",4,B.Sc,Deep Learning Specialization,Software Engineer,Hire,54116,10,100,"['c++', 'react']",1,female,unknown
574,Billy Baker,"Python, TensorFlow, Pytorch",1,B.Sc,Deep Learning Specialization,AI Researcher,Hire,85905,7,70,"['python', 'tensorflow', 'pytorch']",1,male,unknown
575,Michelle King,"Ethical Hacking, Networking",6,M.Tech,None,Cybersecurity Analyst,Hire,94810,7,100,"['ethical hacking', 'networking']",1,female,unknown
576,James Johnson,"Python, Machine Learning",5,B.Sc,None,Data Scientist,Hire,65003,1,65,"['python', 'machine learning']",1,male,unknown
577,Clarence Hernandez,"React, Java, SQL, C++",8,B.Sc,AWS Certified,Software Engineer,Hire,73325,2,100,"['react', 'java', 'sql', 'c++']",1,male,Hispanic/Latino
578,Timothy Wong,"React, C++, Java",8,MBA,AWS Certified,Software Engineer,Hire,65676,0,100,"['react', 'c++', 'java']",1,male,Asian
579,Christopher Mcconnell,"SQL, Java, React, C++",3,M.Tech,Google ML,Software Engineer,Hire,52454,9,100,"['sql', 'java', 'react', 'c++']",1,male,unknown
580,John Wilson,"Deep Learning, SQL",1,B.Tech,AWS Certified,Data Scientist,Reject,50848,4,50,"['deep learning', 'sql']",0,male,unknown
581,Maria Torres,"Python, Machine Learning, SQL",0,B.Tech,AWS Certified,Data Scientist,Reject,71169,4,45,"['python', 'machine learning', 'sql']",0,female,Hispanic/Latino
582,Samantha Rodriguez,"React, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,70378,8,100,"['react', 'java']",1,female,Hispanic/Latino
583,Brian Dean,"C++, Java",5,PhD,Google ML,Software Engineer,Hire,76165,8,100,"['c++', 'java']",1,male,unknown
584,Jonathan Baxter,"TensorFlow, Python",5,B.Sc,None,AI Researcher,Hire,114286,6,90,"['tensorflow', 'python']",1,male,unknown
585,Andrew Santiago,"Ethical Hacking, Cybersecurity, Linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,66802,1,90,"['ethical hacking', 'cybersecurity', 'linux']",1,male,Hispanic/Latino
586,Bridget Williams,"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308,4,50,"['tensorflow', 'python']",0,female,unknown
587,Gary Glenn,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067,2,100,"['python', 'sql', 'machine learning']",1,male,unknown
588,Samantha Jackson,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475,3,70,"['linux', 'networking', 'ethical hacking']",1,female,unknown
589,Katherine Perry,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673,5,100,"['c++', 'react']",1,female,unknown
590,Brenda Stein,"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271,2,60,"['linux', 'ethical hacking']",0,female,unknown
591,David Marks,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666,1,50,"['sql', 'react', 'java']",0,male,unknown
592,Peter Thomas,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,None,Data Scientist,Hire,74018,10,100,"['machine learning', 'python', 'sql', 'deep learning']",1,male,unknown
593,Kathryn Santos,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,75861,1,65,"['deep learning', 'sql', 'machine learning', 'python']",1,female,Hispanic/Latino
594,Brittany Nelson,"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511,4,100,"['pytorch', 'tensorflow', 'nlp']",1,female,unknown
595,Katelyn Durham,"Pytorch, Python, TensorFlow",7,B.Sc,None,AI Researcher,Hire,53796,3,100,"['pytorch', 'python', 'tensorflow']",1,female,unknown
596,Julia Ferguson,"Pytorch, NLP, Python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554,2,100,"['pytorch', 'nlp', 'python']",1,female,unknown
597,Samantha Smith,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958,2,100,"['python', 'machine learning']",1,female,unknown
598,Jessica Stewart,"Machine Learning, Python, Deep Learning",3,M.Tech,None,Data Scientist,Hire,81656,7,80,"['machine learning', 'python', 'deep learning']",1,female,unknown
599,Jennifer Yu,"NLP, Python, TensorFlow",7,B.Sc,None,AI Researcher,Hire,94313,9,100,"['nlp', 'python', 'tensorflow']",1,female,Asian
600,Jessica Robinson,"NLP, Pytorch, TensorFlow",7,B.Tech,Deep Learning Specialization,AI Researcher,Hire,66221,4,100,"['nlp', 'pytorch', 'tensorflow']",1,female,unknown
601,John White,"C++, React, SQL, Java",9,B.Tech,Google ML,Software Engineer,Hire,76854,9,100,"['c++', 'react', 'sql', 'java']",1,male,unknown
602,John Chaney,"NLP, TensorFlow, Pytorch, Python",0,B.Sc,Google ML,AI Researcher,Reject,107278,1,35,"['nlp', 'tensorflow', 'pytorch', 'python']",0,male,unknown
603,Clifford Andrews,"SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,54536,0,70,"['sql', 'java']",1,male,unknown
604,Kimberly Miles,"React, SQL",10,MBA,AWS Certified,Software Engineer,Hire,113587,0,100,"['react', 'sql']",1,female,unknown
605,Sara Jackson,"Python, Deep Learning, Machine Learning",5,M.Tech,None,Data Scientist,Hire,94342,10,100,"['python', 'deep learning', 'machine learning']",1,female,unknown
606,Kelly Porter,"Cybersecurity, Networking, Ethical Hacking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74090,3,95,"['cybersecurity', 'networking', 'ethical hacking', 'linux']",1,unknown,unknown
607,Adam Hopkins,"Pytorch, TensorFlow, NLP",4,B.Tech,None,AI Researcher,Hire,90906,3,70,"['pytorch', 'tensorflow', 'nlp']",1,male,unknown
608,Raymond Roach,"C++, React, SQL, Java",5,M.Tech,None,Software Engineer,Hire,48105,6,100,"['c++', 'react', 'sql', 'java']",1,male,unknown
609,Nathan Davis,"NLP, TensorFlow, Python, Pytorch",8,MBA,None,AI Researcher,Hire,50831,3,100,"['nlp', 'tensorflow', 'python', 'pytorch']",1,male,unknown
610,Briana Burnett,"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,None,Cybersecurity Analyst,Hire,76830,2,100,"['linux', 'ethical hacking', 'cybersecurity', 'networking']",1,female,unknown
611,Kelly Scott,"Java, React, C++, SQL",5,MBA,Google ML,Software Engineer,Hire,87525,1,85,"['java', 'react', 'c++', 'sql']",1,unknown,unknown
612,Melissa Griffin,"Java, SQL",3,PhD,Google ML,Software Engineer,Hire,112396,10,100,"['java', 'sql']",1,female,unknown
613,Dennis Wheeler,"NLP, Pytorch",8,B.Sc,AWS Certified,AI Researcher,Hire,41624,4,100,"['nlp', 'pytorch']",1,male,unknown
614,Caroline Ford,"Java, C++, SQL, React",7,B.Sc,Google ML,Software Engineer,Hire,115954,9,100,"['java', 'c++', 'sql', 'react']",1,female,unknown
615,Kevin Robinson,"Pytorch, Python, TensorFlow",4,MBA,None,AI Researcher,Hire,84358,2,65,"['pytorch', 'python', 'tensorflow']",1,male,unknown
616,Steven Crawford,"Networking, Ethical Hacking, Linux",3,M.Tech,None,Cybersecurity Analyst,Hire,101694,8,85,"['networking', 'ethical hacking', 'linux']",1,male,unknown
617,Brett Bird,"TensorFlow, Python, Pytorch, NLP",2,B.Sc,Deep Learning Specialization,AI Researcher,Hire,97529,4,70,"['tensorflow', 'python', 'pytorch', 'nlp']",1,male,unknown
618,Heather Brown,"SQL, React, C++, Java",8,M.Tech,Google ML,Software Engineer,Hire,102924,7,100,"['sql', 'react', 'c++', 'java']",1,female,unknown
619,Larry Williams,"TensorFlow, NLP, Python, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,115539,9,100,"['tensorflow', 'nlp', 'python', 'pytorch']",1,male,unknown
620,Mr. Bryan Hernandez,"Deep Learning, SQL, Machine Learning",6,MBA,Deep Learning Specialization,Data Scientist,Hire,79795,8,100,"['deep learning', 'sql', 'machine learning']",1,male,Hispanic
621,Patricia Sherman,"TensorFlow, NLP, Python, Pytorch",4,M.Tech,AWS Certified,AI Researcher,Hire,42305,10,100,"['tensorflow', 'nlp', 'python', 'pytorch']",1,female,unknown
622,Pam Reynolds,"Python, TensorFlow, NLP",10,M.Tech,None,AI Researcher,Hire,118077,8,100,"['python', 'tensorflow', 'nlp']",1,female,unknown
623,Steven Compton,"Cybersecurity, Ethical Hacking, Networking, Linux",2,B.Sc,Google ML,Cybersecurity Analyst,Hire,72178,3,65,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,male,unknown
624,Luke Johnson,"Pytorch, NLP",5,M.Tech,AWS Certified,AI Researcher,Hire,64489,4,90,"['pytorch', 'nlp']",1,male,unknown
625,Victoria Thompson,"Cybersecurity, Ethical Hacking, Linux, Networking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109004,7,100,"['cybersecurity', 'ethical hacking', 'linux', 'networking']",1,female,unknown
626,Erin Davis,"Python, Deep Learning, SQL",4,MBA,AWS Certified,Data Scientist,Hire,95919,6,95,"['python', 'deep learning', 'sql']",1,female,unknown
627,Mitchell Foster,"SQL, C++",0,B.Tech,Google ML,Software Engineer,Reject,46679,5,45,"['sql', 'c++']",0,male,unknown
628,Kathy Meyer,"Python, TensorFlow, Pytorch",0,M.Tech,None,AI Researcher,Reject,75275,1,20,"['python', 'tensorflow', 'pytorch']",0,female,unknown
629,Jeffrey Johnson,"SQL, Deep Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,99679,5,75,"['sql', 'deep learning']",1,male,unknown
630,Craig Lewis,"TensorFlow, NLP, Python, Pytorch",3,B.Sc,None,AI Researcher,Hire,95357,8,90,"['tensorflow', 'nlp', 'python', 'pytorch']",1,male,unknown
631,Kevin Cross,"Cybersecurity, Networking",4,PhD,None,Cybersecurity Analyst,Reject,98557,2,60,"['cybersecurity', 'networking']",0,male,unknown
632,Nicholas Williams,"Linux, Ethical Hacking, Cybersecurity",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,102480,5,100,"['linux', 'ethical hacking', 'cybersecurity']",1,male,unknown
633,Thomas Hutchinson,"Ethical Hacking, Networking, Linux, Cybersecurity",1,B.Sc,Google ML,Cybersecurity Analyst,Hire,97517,9,85,"['ethical hacking', 'networking', 'linux', 'cybersecurity']",1,male,unknown
634,Patrick Gonzalez,"TensorFlow, Pytorch, Python, NLP",10,B.Tech,AWS Certified,AI Researcher,Hire,94952,6,100,"['tensorflow', 'pytorch', 'python', 'nlp']",1,male,Hispanic
635,Edward Johnson,"C++, React",7,PhD,None,Software Engineer,Hire,113418,1,85,"['c++', 'react']",1,male,unknown
636,Mr. Jacob Simmons,"React, SQL, Java",0,B.Tech,AWS Certified,Software Engineer,Reject,49006,3,40,"['react', 'sql', 'java']",0,male,unknown
637,Charles Bennett,"Pytorch, TensorFlow, Python",6,B.Tech,None,AI Researcher,Hire,65283,7,100,"['pytorch', 'tensorflow', 'python']",1,male,unknown
638,Austin Johnson,"TensorFlow, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,Hire,65916,9,100,"['tensorflow', 'nlp', 'pytorch']",1,male,unknown
639,Dr. Brandon Dickson DDS,"TensorFlow, NLP",7,M.Tech,Deep Learning Specialization,AI Researcher,Hire,45655,6,100,"['tensorflow', 'nlp']",1,male,unknown
640,Mr. Rick Gonzalez,"SQL, Machine Learning",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,42998,6,100,"['sql', 'machine learning']",1,male,Hispanic
641,Melanie Jones,"Ethical Hacking, Linux, Networking, Cybersecurity",3,PhD,None,Cybersecurity Analyst,Hire,106073,4,70,"['ethical hacking', 'linux', 'networking', 'cybersecurity']",1,female,unknown
642,Kevin English,"Networking, Cybersecurity",1,PhD,None,Cybersecurity Analyst,Hire,100697,9,65,"['networking', 'cybersecurity']",1,male,unknown
643,Michael Chang,"Ethical Hacking, Networking",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75810,7,100,"['ethical hacking', 'networking']",1,male,Asian
644,Shannon Nguyen,"Networking, Ethical Hacking",3,B.Sc,Google ML,Cybersecurity Analyst,Reject,45918,0,50,"['networking', 'ethical hacking']",0,unknown,Asian
